# Hello! welcome to your data! Overload height: 1e+08. RT flexibility: 0.4. Ion ratio flexibility: 0.3. Blank can be this fraction of a sample: 0.3. S/N threshold: 4. Minimum peak height: 1000. Processed on: 2017-03-21 15:40:51
"","Replicate.Name","Compound.Name","Retention.Time","Notes","Area","Area.BlkSub","Height","IR","S.N","BlkRatio","rawArea"
"194","160802_Poo_0801_PooledDiatoms_2","Dimethyl Glycine",8.87,"",107125792,102176696,5230826,163.901150550796,40.5166014609138,0.0461989209844068,107125792
"195","160802_Poo_0801_PooledDiatoms_3","Dimethyl Glycine",8.82,"",106273008,101323912,5604441,177.423595818885,69.7927769305062,0.046569642594477,106273008
"196","160802_Smp_Np12","Dimethyl Glycine",8.34,"comparable to blkbad S/N",NA,124841,224682,73.9662526604274,1.64597587299809,0.975395634593019,5073937
"197","160802_Smp_Np34","Dimethyl Glycine",9.05,"comparable to blk",NA,385889,206093,NA,17.9780700637753,0.927668212750364,5334985
"198","160802_Smp_NP56","Dimethyl Glycine",8.62,"comparable to blkbad S/N",NA,-3572825,116810,NA,1.50892890820006,3.59601851670202,1376271
"199","160802_Smp_Pt2","Dimethyl Glycine",8.86,"",123278904,118329808,6646915,158.162821399384,49.6467550455476,0.0401455223839433,123278904
"200","160802_Smp_Pt34","Dimethyl Glycine",8.83,"",202620336,197671240,10943809,159.719136941079,318.788962882336,0.0244254653688858,202620336
"201","160802_Smp_Pt56","Dimethyl Glycine",8.885,"",229786384,224837288,12254117,169.69500647656,136.537761713091,0.021537812266544,229786384
"202","160802_Smp_Tp12","Dimethyl Glycine",8.88,"",149483440,144534344,7691297,163.839553167167,86.1229778917685,0.0331079884166433,149483440
"203","160802_Smp_Tp34","Dimethyl Glycine",8.87,"",144174512,139225416,7455628,187.57775314463,65.107306679188,0.03432712156501,144174512
"204","160802_Smp_TP56","Dimethyl Glycine",8.88,"",136676176,131727080,7106989,198.031763050713,88.1066538267646,0.036210378025209,136676176
"205","160802_Poo_0801_PooledDiatoms_1","Lysine",17.91,"",111848488,111634761,4044655,1.80734200886461,32.4720679862134,0.00191086177222172,111848488
"206","160802_Poo_0801_PooledDiatoms_2","Lysine",17.93,"",116692840,116479113,4150224,1.80186051119526,37.5641387504637,0.00183153482253067,116692840
"207","160802_Poo_0801_PooledDiatoms_3","Lysine",17.895,"",120044664,119830937,4259891,1.79008728617982,33.2625083582558,0.00178039567006494,120044664
"208","160802_Smp_Np12","Lysine",17.85,"",13969832,13756105,379532,1.62212846715261,51.1982874164999,0.0152991818369756,13969832
"209","160802_Smp_Np34","Lysine",17.895,"",11002475,10788748,314946,1.64026581833312,31.0018951478761,0.0194253565674996,11002475
"210","160802_Smp_NP56","Lysine",17.95,"",12793187,12579460,360771,1.64640895567489,39.9437784623627,0.0167063140717008,12793187
"211","160802_Smp_Pt2","Lysine",17.87,"",47264212,47050485,1639069,1.73777700844265,25.0663226259792,0.00452196262152853,47264212
"212","160802_Smp_Pt34","Lysine",17.85,"",124157848,123944121,4536436,1.79736771399122,33.1351833815568,0.00172141353480933,124157848
"213","160802_Smp_Pt56","Lysine",17.875,"",149500496,149286769,5725187,1.75763252034967,31.0571115392588,0.00142960729708883,149500496
"214","160802_Smp_Tp12","Lysine",17.82,"",87731504,87517777,3255483,1.8546054816742,57.0997282985761,0.00243614882061067,87731504
"215","160802_Smp_Tp34","Lysine",17.87,"",102662352,102448625,3758205,1.82327606324609,53.4048197445158,0.00208184398502773,102662352
"216","160802_Smp_TP56","Lysine",17.925,"",129250504,129036777,4806933,1.82798461698603,63.9546864406119,0.00165358736241369,129250504
"217","160802_Poo_0801_PooledDiatoms_1","Methionine",7.65,"",43111376,43095992,1221622,1.16781246424349,262.536262656289,0.000356843168262595,43111376
"218","160802_Poo_0801_PooledDiatoms_2","Methionine",7.6,"",43266912,43251528,1357944,1.14045781196344,139.668444347584,0.000355560387577463,43266912
"219","160802_Poo_0801_PooledDiatoms_3","Methionine",7.62,"",45483280,45467896,1394257,1.16162148622071,95.8999741276425,0.000338234181879583,45483280
"220","160802_Smp_Np12","Methionine",8.05,"",33450830,33435446,952765,1.11628840278878,100.096834016181,0.000459898902359074,33450830
"221","160802_Smp_Np34","Methionine",8.015,"",28251390,28236006,902587,1.16970388281179,218.743822545589,0.000544539578406585,28251390
"222","160802_Smp_NP56","Methionine",7.92,"",28123074,28107690,774855,1.16598136126297,Inf,0.000547024126878875,28123074
"223","160802_Smp_Pt2","Methionine",8.29,"",24672552,24657168,682892,1.19389975008606,Inf,0.000623526905526433,24672552
"224","160802_Smp_Pt34","Methionine",8.35,"",38287820,38272436,975138,1.15127537242376,849.22038591905,0.000401798796588576,38287820
"225","160802_Smp_Pt56","Methionine",8.28,"",39174624,39159240,969023,1.13380307045212,147.515657784011,0.00039270319480284,39174624
"226","160802_Smp_Tp12","Methionine",8.37,"",38784040,38768656,1480883,1.14726686078837,106.80139344307,0.000396658006747105,38784040
"227","160802_Smp_Tp34","Methionine",8.39,"",41280848,41265464,1168140,1.14442337383496,8198.15011914218,0.000372666763047116,41280848
"228","160802_Smp_TP56","Methionine",7.595,"",46408264,46392880,1135018,1.18936763460193,1959.31985821588,0.000331492684147806,46408264
"1910","160802_Std_StdsInDiatomMatrix_1","Picolinic Acid",7.59,"Standards",350872768,NA,13675111,NA,56.0544362585999,NA,350872768
"2010","160802_Std_StdsInDiatomMatrix_2","Picolinic Acid",6.68,"Standards",611715136,NA,9641311,NA,67.4516702888105,NA,611715136
"2110","160802_Std_StdsInWater_5","Picolinic Acid",7.74,"Standards",381761888,NA,11863105,NA,68.884927650346,NA,381761888
"229","160802_Std_StdsInWater_6","Picolinic Acid",6.3,"Standards",711824256,NA,14136329,NA,95.5482474502862,NA,711824256
"371","160802_Std_StdsInDiatomMatrix_1","Ketoglutaric Acid",12.51,"Standards",5825093,NA,443619,NA,139.778601038738,NA,5825093
"383","160802_Std_StdsInDiatomMatrix_2","Ketoglutaric Acid",12.3,"Standards",8589086,NA,646952,NA,1292.59187969925,NA,8589086
"391","160802_Std_StdsInWater_5","Ketoglutaric Acid",12.51,"Standards",3954943,NA,256664,NA,132.493932240582,NA,3954943
"401","160802_Std_StdsInWater_6","Ketoglutaric Acid",12.29,"Standards",6021978,NA,481734,NA,Inf,NA,6021978
"731","160802_Std_StdsInDiatomMatrix_1","Sarcosine",10.6,"Standards",55090036,NA,4038700,NA,179.938698350933,NA,55090036
"741","160802_Std_StdsInDiatomMatrix_2","Sarcosine",10.52,"Standards",55043824,NA,3903340,NA,98.6278021258822,NA,55043824
"751","160802_Std_StdsInWater_5","Sarcosine",10.55,"Standards",46198484,NA,2918536,NA,458.075845420187,NA,46198484
"761","160802_Std_StdsInWater_6","Sarcosine",10.49,"Standards",55214092,NA,3402115,NA,127.961344159084,NA,55214092
"1271","160802_Std_StdsInDiatomMatrix_1","13C Acetyl CoA",10.8,"Standards",2437063,NA,117940,NA,20.7462546285418,NA,2437063
"1281","160802_Std_StdsInDiatomMatrix_2","13C Acetyl CoA",10.6,"Standards",3914495,NA,124129,NA,178.166553518896,NA,3914495
"1291","160802_Std_StdsInWater_5","13C Acetyl CoA",10.76,"Standards",1900733,NA,115028,NA,Inf,NA,1900733
"1301","160802_Std_StdsInWater_6","13C Acetyl CoA",10.62,"Standards",3821401,NA,184502,NA,2995.82836990596,NA,3821401
"1631","160802_Std_StdsInDiatomMatrix_1","13C-Isethionic Acid",6.86,"Standards",3945671,NA,126894,NA,170.436638467815,NA,3945671
"1641","160802_Std_StdsInDiatomMatrix_2","13C-Isethionic Acid",6.14,"Standards",4747235,NA,152457,NA,Inf,NA,4747235
"1651","160802_Std_StdsInWater_5","13C-Isethionic Acid",6.73,"Standards",68155,NA,7491,NA,Inf,NA,68155
"1661","160802_Std_StdsInWater_6","13C-Isethionic Acid",6.16,"Standards",49658,NA,6983,NA,3.30763511315582,NA,49658
"1811","160802_Std_StdsInDiatomMatrix_1","13C-Sulfoacetic Acid",14.05,"Standards",845367,NA,83967,NA,Inf,NA,845367
"1821","160802_Std_StdsInDiatomMatrix_2","13C-Sulfoacetic Acid",13.85,"Standards",1048552,NA,87786,NA,Inf,NA,1048552
"1831","160802_Std_StdsInWater_5","13C-Sulfoacetic Acid",11.33,"Standards",3162,NA,264,NA,Inf,NA,3162
"1841","160802_Std_StdsInWater_6","13C-Sulfoacetic Acid",NA,"Standards",NA,NA,NA,NA,NA,NA,NA
"2171","160802_Std_StdsInDiatomMatrix_1","13C-Sulfolactic Acid",13.6,"Standards",961828,NA,81377,NA,Inf,NA,961828
"2181","160802_Std_StdsInDiatomMatrix_2","13C-Sulfolactic Acid",13.36,"Standards",823732,NA,62684,NA,Inf,NA,823732
"2191","160802_Std_StdsInWater_5","13C-Sulfolactic Acid",11.42,"Standards",90139,NA,10659,NA,Inf,NA,90139
"2201","160802_Std_StdsInWater_6","13C-Sulfolactic Acid",13.26,"Standards",257,NA,96,NA,Inf,NA,257
"253","160802_Std_StdsInDiatomMatrix_1","d3-Cysteic Acid",12.51,"Standards",352607,NA,26927,NA,Inf,NA,352607
"254","160802_Std_StdsInDiatomMatrix_2","d3-Cysteic Acid",12.25,"Standards",501830,NA,35235,NA,Inf,NA,501830
"255","160802_Std_StdsInWater_5","d3-Cysteic Acid",11.39,"Standards",4191,NA,539,NA,Inf,NA,4191
"256","160802_Std_StdsInWater_6","d3-Cysteic Acid",NA,"Standards",NA,NA,NA,NA,NA,NA,NA
"307","160802_Std_StdsInDiatomMatrix_1","d4 Succinic Acid",11.37,"Standards",793241,NA,51646,NA,2.37434140881772,NA,793241
"308","160802_Std_StdsInDiatomMatrix_2","d4 Succinic Acid",12.27,"Standards",1253366,NA,86060,NA,4.45188600259986,NA,1253366
"309","160802_Std_StdsInWater_5","d4 Succinic Acid",11.83,"Standards",244557,NA,24247,NA,4.26002106189264,NA,244557
"310","160802_Std_StdsInWater_6","d4 Succinic Acid",11.99,"Standards",342163,NA,22251,NA,4.39892517979894,NA,342163
"343","160802_Std_StdsInDiatomMatrix_1","d4 Taurine",10.65,"Standards",792677,NA,45995,NA,440.887347391787,NA,792677
"344","160802_Std_StdsInDiatomMatrix_2","d4 Taurine",10.15,"Standards",748925,NA,40386,NA,249.97772606383,NA,748925
"345","160802_Std_StdsInWater_5","d4 Taurine",6.66,"Standards",17313,NA,6848,NA,Inf,NA,17313
"346","160802_Std_StdsInWater_6","d4 Taurine",9,"Standards",721,NA,229,NA,Inf,NA,721
"379","160802_Std_StdsInDiatomMatrix_1","D-Methionine",8.2,"Standards",5730385,NA,212198,NA,22.6885871951312,NA,5730385
"380","160802_Std_StdsInDiatomMatrix_2","D-Methionine",7.66,"Standards",4788500,NA,192188,NA,72.9382849588366,NA,4788500
"381","160802_Std_StdsInWater_5","D-Methionine",8.09,"Standards",62383,NA,8106,NA,5.7249110050746,NA,62383
"382","160802_Std_StdsInWater_6","D-Methionine",8.7,"Standards",147610,NA,10285,NA,4.43334961505361,NA,147610
"397","160802_Std_StdsInDiatomMatrix_1","Heavy Alanine",11.15,"Standards",1902271,NA,154798,NA,4584.78554216867,NA,1902271
"398","160802_Std_StdsInDiatomMatrix_2","Heavy Alanine",11.11,"Standards",1944064,NA,157424,NA,130.070774133581,NA,1944064
"399","160802_Std_StdsInWater_5","Heavy Alanine",11.48,"Standards",976,NA,191,NA,Inf,NA,976
"400","160802_Std_StdsInWater_6","Heavy Alanine",11.33,"Standards",3903,NA,718,NA,109.416666666667,NA,3903
"415","160802_Std_StdsInDiatomMatrix_1","Heavy Histidine",11.13,"Standards",60985160,NA,3442664,NA,52.7407446371667,NA,60985160
"416","160802_Std_StdsInDiatomMatrix_2","Heavy Histidine",10.9,"Standards",114106800,NA,6016641,NA,42.7265802954768,NA,114106800
"417","160802_Std_StdsInWater_5","Heavy Histidine",11.13,"Standards",43105880,NA,2163533,NA,27.9013106203245,NA,43105880
"418","160802_Std_StdsInWater_6","Heavy Histidine",10.92,"Standards",96666944,NA,3779491,NA,30.595995612049,NA,96666944
"451","160802_Std_StdsInDiatomMatrix_1","Heavy Isoleucine",8.15,"Standards",104729408,NA,3680426,NA,76.7123478406713,NA,104729408
"452","160802_Std_StdsInDiatomMatrix_2","Heavy Isoleucine",7.76,"Standards",122792720,NA,3897717,NA,130.765404478863,NA,122792720
"453","160802_Std_StdsInWater_5","Heavy Isoleucine",7.95,"Standards",115146984,NA,5128311,NA,93.4537490314785,NA,115146984
"454","160802_Std_StdsInWater_6","Heavy Isoleucine",7.6,"Standards",131752552,NA,5804536,NA,75.442904951671,NA,131752552
"505","160802_Std_StdsInDiatomMatrix_1","AMP",12.02,"Standards",9739420,NA,718344,NA,491.453217846712,NA,9739420
"506","160802_Std_StdsInDiatomMatrix_2","AMP",11.76,"Standards",12164678,NA,878380,NA,495.982014973958,NA,12164678
"507","160802_Std_StdsInWater_5","AMP",12.01,"Standards",5131953,NA,325626,NA,1377.96619264824,NA,5131953
"508","160802_Std_StdsInWater_6","AMP",11.74,"Standards",9349450,NA,531484,NA,324.74562831123,NA,9349450
"523","160802_Std_StdsInDiatomMatrix_1","DHAP",14.45,"Standards",1599017,NA,66519,NA,Inf,NA,1599017
"524","160802_Std_StdsInDiatomMatrix_2","DHAP",14.25,"Standards",2094751,NA,62812,NA,185.283540072139,NA,2094751
"525","160802_Std_StdsInWater_5","DHAP",13.59,"Standards",765440,NA,27670,NA,Inf,NA,765440
"526","160802_Std_StdsInWater_6","DHAP",14.17,"Standards",1720944,NA,50042,NA,Inf,NA,1720944
"559","160802_Std_StdsInDiatomMatrix_1","Dimethyl Glycine",8.88,"Standards",1602369792,NA,86275616,NA,115.282728418922,NA,1602369792
"560","160802_Std_StdsInDiatomMatrix_2","Dimethyl Glycine",8.78,"Standards",1595050624,NA,92296440,NA,90.8987971190013,NA,1595050624
"561","160802_Std_StdsInWater_5","Dimethyl Glycine",8.81,"Standards",1927705984,NA,107299656,NA,70.1146788839518,NA,1927705984
"562","160802_Std_StdsInWater_6","Dimethyl Glycine",8.71,"Standards",2020171520,NA,105469016,NA,67.9632706486586,NA,2020171520
"613","160802_Std_StdsInDiatomMatrix_1","Lysine",17.84,"Standards",36914804,NA,1478782,NA,25.3389123352755,NA,36914804
"614","160802_Std_StdsInDiatomMatrix_2","Lysine",18.04,"Standards",64960732,NA,2701026,NA,37.7866061114005,NA,64960732
"615","160802_Std_StdsInWater_5","Lysine",17.91,"Standards",12357167,NA,546790,NA,45.6062022611433,NA,12357167
"616","160802_Std_StdsInWater_6","Lysine",18.11,"Standards",19887724,NA,845808,NA,20.9801722570333,NA,19887724
"649","160802_Std_StdsInDiatomMatrix_1","Methionine",8.19,"Standards",110584616,NA,4020983,NA,229.045722722989,NA,110584616
"650","160802_Std_StdsInDiatomMatrix_2","Methionine",7.65,"Standards",138703024,NA,4610477,NA,293.711338465694,NA,138703024
"651","160802_Std_StdsInWater_5","Methionine",7.93,"Standards",138763008,NA,6295670,NA,72.2056503506838,NA,138763008
"652","160802_Std_StdsInWater_6","Methionine",7.61,"Standards",164533952,NA,8429821,NA,80.0729430739427,NA,164533952
"241","160802_Blk_9","Picolinic Acid",5.45,"Blank used for comparison",96287,NA,8223,NA,8.88979023271059,NA,96287
"421","160802_Blk_9","Ketoglutaric Acid",13.07,"Blank used for comparison",48403,NA,9857,NA,Inf,NA,48403
"781","160802_Blk_9","Sarcosine",10.77,"Blank used for comparison",170342,NA,13928,NA,62.8975290697674,NA,170342
"1311","160802_Blk_0801_FilterBlank","13C Acetyl CoA",10.88,"Blank used for comparison",1030398,NA,47157,NA,Inf,NA,1030398
"1671","160802_Blk_0801_FilterBlank","13C-Isethionic Acid",6.84,"Blank used for comparison",22871824,NA,791969,NA,326.633190011105,NA,22871824
"1851","160802_Blk_0801_FilterBlank","13C-Sulfoacetic Acid",13.99,"Blank used for comparison",1328183,NA,119548,NA,Inf,NA,1328183
"2211","160802_Blk_0801_FilterBlank","13C-Sulfolactic Acid",13.6,"Blank used for comparison",1447700,NA,136269,NA,Inf,NA,1447700
"257","160802_Blk_0801_FilterBlank","d3-Cysteic Acid",12.39,"Blank used for comparison",715475,NA,69671,NA,Inf,NA,715475
"311","160802_Blk_0801_FilterBlank","d4 Succinic Acid",12.45,"Blank used for comparison",3320585,NA,260780,NA,11.1981689526606,NA,3320585
"347","160802_Blk_0801_FilterBlank","d4 Taurine",10.39,"Blank used for comparison",9366308,NA,520938,NA,199.1239132734,NA,9366308
"3831","160802_Blk_0801_FilterBlank","D-Methionine",7.99,"Blank used for comparison",33319392,NA,1497326,NA,Inf,NA,33319392
"4011","160802_Blk_0801_FilterBlank","Heavy Alanine",11.2,"Blank used for comparison",6524579,NA,453918,NA,Inf,NA,6524579
"419","160802_Blk_0801_FilterBlank","Heavy Histidine",11.16,"Blank used for comparison",43801308,NA,2012626,NA,13.1288645063533,NA,43801308
"455","160802_Blk_0801_FilterBlank","Heavy Isoleucine",8.02,"Blank used for comparison",15407741,NA,741189,NA,46.481958047738,NA,15407741
"510","160802_Blk_9","AMP",11.38,"Blank used for comparison",2087,NA,536,NA,Inf,NA,2087
"527","160802_Blk_0801_FilterBlank","DHAP",13.27,"Blank used for comparison",7030,NA,2693,NA,Inf,NA,7030
"564","160802_Blk_9","Dimethyl Glycine",9.23,"Blank used for comparison",4949096,NA,158576,NA,1.40160978373542,NA,4949096
"618","160802_Blk_9","Lysine",18.08,"Blank used for comparison",213727,NA,5082,NA,3.12277147085407,NA,213727
"653","160802_Blk_0801_FilterBlank","Methionine",7.87,"Blank used for comparison",15384,NA,2518,NA,Inf,NA,15384
